name,lat,lon,category
Brighton Reserve,-33.828384,150.9544129,park
Brighton Street Reserve,-33.8919284,151.1554685,park
Brigidine College,-33.7212348,151.1728733,school
Brimebecon Park,-33.799767,151.2604317,park
Brindle Parkway Reserve,-33.6433443,150.903611,park
Bringelly Public School,-33.937916,150.7302469,school
Brinsley Park,-33.5876205,150.8643385,park
Brinwana Street Reserve,-33.6788374,151.2951127,park
Briony Reserve,-33.6759265,151.2953577,park
Brisbane Water Secondary College Woy Woy Campus,-33.4926941,151.3235761,school
Brisbania Public School,-33.4789068,151.3578076,school
Bristol Circuit Reserve,-33.7866755,150.8944626,park
Bristol Park,-33.9099985,150.8470696,park
Britannia Park,-33.7457442,151.0775994,park
Broad Bent Reserve,-33.7844911,151.1943945,park
Broad Street Reserve,-33.8995331,151.1039038,park
Broadarrow Reserve,-33.9475511,151.2538905,park
Broadford Street Reserve,-33.9422843,151.123994,park
Broadoaks Park,-33.8185214,151.0508135,park
Broadwater Park,-33.4704112,151.377002,park
Broderick Gillawarra Special School,-33.9425008,151.015888,school
Brodrick Boulevarde Reserve,-33.71186,150.9479953,park
Bromley Reserve,-33.9092531,151.0530584,park
Bromley Road Reserve,-33.7432479,150.6498593,park
Bronte Park,-33.9031606,151.2659964,park
Bronte Public School,-33.9006047,151.2619945,school
Bronzewing Common,-33.7218624,150.6970843,park
Bronzewing Park,-33.4424896,151.3899025,park
Brookdale Reserve,-33.7648375,150.6297856,park
Brooklyn Park,-33.5470864,151.2150451,park
Brooklyn Public School,-33.5483794,151.2149365,school
Brookvale Park,-33.7599486,151.2733717,park
Brookvale Public School,-33.7616727,151.2707672,school
Brothers Memorial Park,-33.8215075,151.2301188,park
Broughton Anglican College,-34.1006465,150.7682736,school
Browallia Crescent Reserve,-34.0472202,151.0450407,park
Browett Park,-33.694936,150.5344339,park
Brown Street Reserve,-33.7599739,150.6921456,park
Brown Street Reserve,-33.755692,151.2131409,park
Brown's Reserve,-33.9025584,151.0954067,park
Brownes Farm Reserve,-33.9314349,150.8587541,park
Brownlee Reserve,-33.8515765,151.1870558,park
Browns Road Reserve,-34.0717979,150.5741061,park
Bruce Cole Reserve,-33.7711479,150.9650499,park
Bruce Park,-33.9611407,151.0068426,park
Bruce Park,-33.8999293,150.954653,park
Brucke Miller reserve,-33.8142072,151.0630266,park
Brunet Meadow,-33.5390472,150.4240108,park
Brunswick Park,-33.8400604,151.0843203,park
Brush Farm Corrective Services Academy,-33.7921391,151.0672718,school
Brush Farm Park,-33.7947039,151.0673285,park
Bryant Park,-33.8877351,151.0651667,park
Buckingham Park,-34.01383,150.7711865,park
Buckland Park,-33.6987697,150.5687903,park
Buckle Reserve,-34.0127363,151.0036351,park
Buckley Park,-33.7749098,150.9652122,park
Budbury Reserve,-33.9635482,150.886053,park
Buena Vista Reserve,-33.6801591,151.2931364,park
Buffalo Creek Reserve,-33.8160717,151.1373467,park
Bukari Reserve,-33.795283,150.9505351,park
Bukari Reserve,-33.7631195,150.8251645,park
Bulba-Bideen Island,-33.9265454,150.9374173,park
Bulgo Beach,-34.2149765,151.0114665,beach
Bullaburra Village Green,-33.7255927,150.4111901,park
Bullimah Beach,-33.5318843,151.3805415,beach
Bullock Reserve,-33.8715538,150.991409,park
Bumble Bee Park,-34.0165466,151.082364,park
Buming Park,-33.9072155,151.2101121,park
Bunbury Curran Park,-33.9827131,150.8898419,park
Bunbury Curran Reserve,-33.98258,150.8934096,park
Bundah Reserve,-33.679448,150.5967976,park
Bundeena Public School,-34.0867978,151.1524095,school
Bundilla Forest,-33.7879208,150.985725,park
Bundock Park,-33.9138224,151.2667401,park
Bungalow Road Reserve,-33.9374538,151.0769237,park
Bungan Beach,-33.6674433,151.3197452,beach
Bungan Beach Reserve,-33.6659743,151.3193994,park
Bungan Head Reserve,-33.6623898,151.32462,park
Bungarribee Homestead Park,-33.7789811,150.8715797,park
Bunker Park,-33.8904977,150.8959531,park
Bunya Park,-34.0329355,150.7851469,park
Bunya Park,-33.9475252,150.8439334,park
Bunyarra Drive Reserve,-33.7486984,150.6518933,park
Burcher Park,-33.7614086,150.6990222,park
Burford Park,-34.0581417,150.7101247,park
Burgandy Reserve,-34.0330407,150.8095095,park
Burgess Street Reserve,-33.9829752,151.133787,park
Burke Crescent Reserve,-33.9826251,151.0667674,park
Burlington Memorial Park,-33.7970432,150.9967549,park
Burnett Street Park,-33.8242429,150.9872083,park
Burnie Park,-33.9103948,151.2599194,park
Burning Palms Beach,-34.186971,151.0440089,beach
Burns Park,-33.8768697,150.9108183,park
Burns Place,-33.4237125,151.3422714,park
Burns Reserve,-34.0621199,150.8318369,park
Burnside Gollan Reserve,-33.7978567,151.0196864,park
Burnside Public School,-33.7925657,151.0183035,school
Burnum Burnum Sanctuary,-34.0179272,151.0511292,park
Burra Reserve,-33.8234035,150.9899436,park
Burrabru Reserve,-33.7964085,151.2297344,park
Burraga Place Park,-33.7802873,151.1603157,park
Burraga Reserve,-33.6781177,151.2223751,park
Burramy Park,-33.8579054,150.8793493,park
Burraneer Bay Public School,-34.0509408,151.1327848,school
Burraneer Park,-34.0546071,151.1328527,park
Burrell Park,-34.0740285,150.7180109,park
Burrell Road Dog Park,-34.0726446,150.7201927,park
Burren Street Reserve,-33.8967394,151.1849752,park
Burrows Grove,-33.7611801,151.132006,park
Burrows Park,-33.9135466,151.2702157,park
Burrows Park,-33.8146388,151.114376,park
Burton Reserve,-33.8787628,151.0051263,park
Buruwan Park,-33.871835,151.1722016,park
Buruwang Park,-33.8384362,151.0556717,park
Burwood Girls High School,-33.8748254,151.1130241,school
Burwood Park,-33.8730679,151.1028857,park
Burwood Public School,-33.8768029,151.0989824,school
Busby Park,-33.8805008,150.8731469,park
Busby Public School,-33.9115686,150.8812935,school
Busby West Public School,-33.9060878,150.8744338,school
Bush regeneration zone/parkland,-33.7203867,151.1020423,park
Bushell Place,-33.8577329,151.2090743,park
Bushlands Reserve,-33.428417,151.3667125,park
Butler Park,-33.7648295,150.705874,park
Butler Reserve,-33.9486237,151.1004118,park
Butt Park,-33.7989228,151.2094518,park
Buttenshaw Park,-33.6959923,150.5519564,park
Butterfly Point,-33.906216,150.9631013,park
Butterscotch Park,-33.9141315,151.2071142,park
Buxton Public School,-34.2469751,150.5448358,school
Buyuma Park,-33.4749562,151.3483331,park
Byram Reserve,-34.0154673,150.8516959,park
Byron Park,-33.8394136,150.9891809,park
C Block Lawn,-33.916285,151.2301676,park
C C Murray Park,-34.025948,150.8457547,park
C V Kelly Park,-33.7939377,150.9445889,park
CC Newman Park,-33.4358194,151.3499408,park
CS Education,-33.7685101,150.7739277,school
CS education Castle Hill,-33.7340578,151.00593,school
CS education university Castle Hill,-33.7341362,151.0058515,school
Caber Park,-33.7798186,150.9838898,park
Cabramatta High School,-33.901421,150.9289041,school
Cabramatta Public School,-33.8957833,150.9426131,school
Cabramatta Sports Ground,-33.9046303,150.9331959,park
Cabramatta West Public School,-33.8975232,150.9229433,school
Cabravale Park,-33.8911233,150.9389413,park
Caddies Creek Conservation Area Reserve,-33.7075735,150.9437752,park
Caddies Creek Park,-33.6794464,150.931389,park
Caddies Creek Public School,-33.7362567,150.9262072,school
Caddies Creek Reserve,-33.6990028,150.933323,park
Cadigal Reserve,-33.8909887,151.14449,park
Caffyn Park,-33.8727669,151.2788235,park
Cahill Playground,-33.8268138,151.2046547,park
Cairnes Road Playground,-33.5998271,151.0103663,park
Cairnsfoot Public School,-33.9319818,151.1441081,school
Cairnsfoot School,-33.9542483,151.1521235,school
Calangara Park,-33.7877495,151.0428091,park
Calca Reserve,-33.7685037,151.2137745,park
Caledonia Crescent Reserve,-33.9642277,151.0531606,park
Caley Park,-33.992475,150.9004848,park
Calga Park,-33.8918802,150.8432146,park
Callan Park,-33.8667724,151.1608092,park
Calloway Green,-34.0143246,150.7829999,park
Caloola Crescent Island,-33.9432278,151.085932,park
Caloola Park,-33.7427211,150.7100387,park
Cambridge Gardens Public School,-33.7372362,150.7220081,school
Cambridge Park,-33.7931363,151.2007883,park
Cambridge Park High School,-33.7521479,150.7329092,school
Cambridge Park Public School,-33.7470235,150.7259229,school
Cambridge Road Reserve,-33.8437244,151.14933,park
Camden Apex Reserve,-34.0588932,150.6910257,park
Camden High School,-34.0794763,150.6758146,school
Camden High School,-34.0794631,150.6755027,school
Camden Park Environmental Education Centre,-34.120004,150.709685,school
Camden Public School,-34.0520021,150.6932799,school
Camden South Public School,-34.0697549,150.6956322,school
Camdenville Park,-33.9089687,151.1769826,park
Camdenville Public School,-33.9061572,151.1757076,school
Cameragal Montessori School,-33.8428354,151.207774,school
Cameragal Montessori School,-33.8423358,151.2057718,school
Cameraygal Park,-33.8126739,151.1704204,park
Cameron Park,-33.9554627,150.9463215,park
Camillo Park,-33.7668044,150.9341208,park
Cammarlie Reserve,-33.9536427,150.9933118,park
Cammeray Public School,-33.8204204,151.211527,school
Cammeraygal High School Middle School Campus,-33.8317879,151.2033478,school
Cammeraygal High School Senior Campus,-33.8273182,151.2077279,school
Camp Coutts carpark,-34.1409024,150.986783,park
Camp Cove Beach,-33.8396994,151.278746,beach
Camp Cove Reserve,-33.8405623,151.2797697,park
Camp Somerset,-33.4188459,150.7965279,school
Campbell Hill Pioneer Reserve,-33.8697906,151.0025417,park
Campbell House School,-33.968196,150.882009,school
Campbell Park,-33.8526684,151.137789,park
Campbell Park,-33.8051235,151.1739898,park
Campbell Park,-33.7377245,151.0508449,park
Campbellfield Primary School,-34.037745,150.8473677,school
Campbelltown Billabong Parklands,-34.0745467,150.8096733,park
Campbelltown East Public School,-34.0722344,150.8314484,school
Campbelltown Jaycee Park,-34.0728308,150.8245419,park
Campbelltown North Public School,-34.0612444,150.8265333,school
Campbelltown Performing Arts High School,-34.0600963,150.8229463,school
Campbelltown Public School,-34.0701003,150.8156056,school
Campbelltown Showground,-34.0643689,150.8210133,park
Campbelltown Skate Park,-34.0488281,150.8279936,park
Campdraft Arena,-34.0611995,150.685243,park
Camperdown Memorial Rest Park,-33.8945118,151.1789849,park
Camperdown Park,-33.8891631,151.1763729,park
Campion College,-33.7840536,150.9640668,school
Campsie Public School,-33.9118016,151.1048151,school
Canal Reserve,-33.8806986,151.176271,park
Canberra Road Reserve,-34.0119821,151.1081344,park
Canea Reserve,-33.7630258,151.2505242,park
Canley Heights Public School,-33.8848175,150.9225975,school
Canley Vale High School,-33.8846663,150.9516594,school
Canley Vale Public School,-33.8867513,150.9376239,school
Cann Park,-33.9881069,151.2339597,park
Canonbury Grove Reserve,-33.9427842,151.1197704,park
Canterbury Boys High School,-33.9041771,151.123869,school
Canterbury Girls High School,-33.9072808,151.1226128,school
Canterbury Hospital Park,-33.9200307,151.0991704,park
Canterbury Park,-33.9047102,151.1206866,park
Canterbury Public School,-33.9087222,151.1223379,school
Canterbury South Public School,-33.9176871,151.1156865,school
Canterbury Vale School,-33.9166542,151.0750197,school
Cantrell Reserve,-33.9097739,151.0121673,park
Captain Cook No2 Park,-33.7786169,150.910885,park
Captain Cook Reserve,-33.4506054,151.3592551,park
Captain Tench Reserve,-33.7564551,150.8911438,park
Carara Reserve,-33.804255,151.0982998,park
Carawatha Reserve,-33.8896779,150.9768814,park
Cardigan and Darghan Street Reserve,-33.8773736,151.1894379,park
Careden Reserve,-33.7494459,151.2648621,park
Careel Bay Ovals,-33.6207044,151.3314709,park
Careel Bay Tennis Courts,-33.6250864,151.3334651,park
Carina Bay Reserve,-34.0054456,151.0718025,park
Caringbah High School,-34.0338486,151.1204458,school
Caringbah North Public School,-34.0365757,151.1232753,school
Caringbah Public School,-34.0534477,151.1229939,school
Carinya Road Reserve,-33.9806827,150.9965698,park
Carinya School,-33.9738165,151.081933,school
Carl Little Reserve,-33.9511497,151.0313471,park
Carlingford High School,-33.7650469,151.0509686,school
Carlingford Memorial Park,-33.7805036,151.0522881,park
Carlingford Public School,-33.7797919,151.0545809,school
Carlingford West Public School,-33.7820569,151.0370498,school
Carlo's IGA Plus Liquor,-33.8906748,151.022617,supermarket
Carlotta Reserve,-33.7506609,151.151281,park
Carlson Park,-33.7986768,151.2013139,park
Carlton Place,-33.8567681,151.0989608,park
Carlton Public School,-33.9634942,151.1223898,school
Carlton South Public School,-33.9730751,151.1282772,school
Carlyle Road Reserve,-33.7690238,151.1930542,park
Carmen Park,-33.7072588,151.0509015,park
Carmen Place Reserve,-34.0602278,151.1279837,park
Carnation Street Park,-33.8343816,150.9440554,park
Carnegie Reserve,-33.8876005,151.0026086,park
Carol Avenue Park,-34.0212129,151.0605667,park
Caroline Bay Reserve,-33.4424358,151.3514023,park
Caroline Chisholm College,-33.7862843,150.6750492,school
Caroline Chisholm Park,-33.7735909,150.9685241,park
Caroline Chisholm Special School,-33.9361052,151.0251322,school
Caroline Reserve,-33.9003977,150.9890257,park
Carramar Public School,-33.8855121,150.9691904,school
Carrington Park,-33.9214715,150.8302688,park
Carrington Park,-33.7060742,151.118761,park
Carrington Road Park,-33.8584457,150.9795393,park
Carrington Street Oval,-33.3995053,151.3363652,park
Carrington Street Playground,-33.8949148,151.1393495,park
Carrisbrook Avenue Reserve,-33.9417572,151.1184272,park
Carroll Park,-33.9467093,150.9127028,park
Carss Bush Park,-33.9905612,151.1178228,park
Cartref Park,-33.8325335,151.2311825,park
Cartwright Park,-33.9262698,150.8907119,park
Cartwright Public School,-33.9252836,150.8909335,school
Carysfield Park,-33.9021931,150.9984243,park
Casey Reserve,-33.738483,150.8172606,park
Cashel Cresent Reserve,-33.7649403,151.205982,park
Casimir Catholic College,-33.9108942,151.151749,school
Cassandra Crescent Reserve,-34.0812078,151.0053702,park
Castelnau Street Reserve,-34.0524591,151.1205208,park
Castle Cove Park,-33.7815238,151.2056549,park
Castle Cove Public School,-33.7833664,151.2019457,school
Castle Cove Public School,-33.7821481,151.2012385,school
Castle Hill Heritage Park,-33.7179906,151.0141079,park
Castle Hill High School,-33.7266392,150.9995112,school
Castle Hill Lions Park,-33.7140318,150.9951544,park
Castle Rock Beach,-33.8116661,151.2590211,beach
Castlecrag Montessori School,-33.7997807,151.2192538,school
Castlehaven Reserve,-33.8016166,151.2234904,park
Castleman Reserve,-33.7884411,150.8295978,park
Castlereagh Public School,-33.6671173,150.6766942,school
Castlewood Community Reserve,-33.7383204,151.0204996,park
Casuarina Oval,-33.9829606,151.0247284,park
Casuarina Reserve,-33.7629517,151.2126233,park
Casuarina Road Reserve,-34.0521227,151.088128,park
Casuarina School,-33.6775212,150.866335,school
Casula High School,-33.9512427,150.8936548,school
Casula Public School,-33.9442229,150.9091849,school
Catalina Park,-33.9102123,150.8402325,park
Catalpa Reserve,-33.6290022,151.3188957,park
Cataract Scout Park,-34.2435561,150.8190105,park
CathWest Innovation College - Loyola Campus,-33.7693678,150.8315031,school
Catherine Field Park,-33.9925384,150.7648926,park
Catherine McAuley Westmead,-33.8047495,150.9844942,school
Catherine Park,-33.7885804,151.1103574,park
Catherine Park,-33.6375647,151.2922107,park
Catherine Park Playground,-34.0129409,150.757164,park
Cathy Freeman Park,-33.8460307,151.0661736,park
Cattai Public School,-33.5586248,150.9068522,school
Cattle Judging Lawn,-33.8432462,151.0648886,park
Cavan Green,-33.7847553,151.0726477,park
Cavanagh Reserve,-33.7603486,150.9243174,park
Cawarrah Park,-33.7936551,151.2083902,park
Cawdor Public School,-34.1097113,150.6737096,school
Cecil Hills High School,-33.8956988,150.852042,school
Cecil Hills Public School,-33.8886025,150.8517112,school
Cecil Park,-33.7964174,151.1002264,park
Cecile Herman Park,-33.8936365,151.117376,park
Cedar Street Reserve,-33.9855376,151.0387817,park
Ceders Park,-33.7683787,150.7465158,park
Cedric Hoffman Reserve,-33.8455532,150.9878506,park
Cenotaph Park,-33.7036739,151.0977709,park
Centenary Estate Community Area,-33.8587631,151.0629551,park
Centenary Park,-34.0698077,150.8240032,park
Centenary Park,-33.8762098,151.1197433,park
Centenary Park Common area,-33.861405,151.0619224,park
Centenary Playground,-33.8767416,151.0871603,park
Centenary Quadrangle,-33.8970547,151.255343,school
Centenary of Anzac Reserve,-33.7157524,150.9737867,park
Centennial Park,-33.8979637,151.2340952,park
Centennial Park School,-33.9106893,151.2432159,school
Central Avenue Reserve,-33.9983488,151.0665125,park
Central Coast Adventist School,-33.4366798,151.3884318,school
Central Coast Grammar School,-33.4243563,151.3969336,school
Central Gardens Nature Reserve,-33.8322103,150.9621636,park
Central Park,-33.9346519,150.9571615,park
Central Park,-33.8567541,151.0961909,park
Central Park,-33.8240867,151.1713903,park
Central Park,-33.6926528,150.9286963,park
Central Sydney Intensive English High School,-33.8999161,151.193556,school
Centro,-33.8093598,151.1852951,supermarket
Cerdon College,-33.8385181,150.9684851,school
Chadwick Park,-33.8738793,150.9210698,park
Chadwick Reserve,-33.8588882,151.0442589,park
Chain of Ponds Reserve,-33.526687,150.8541419,park
Chalmers Road School,-33.8795731,151.0815946,school
Chamberlain Park,-33.8516097,150.9755371,park
Chambers Park,-33.8475273,151.1423135,park
Chameleon Drive Reserve,-33.8072674,150.793249,park
Champagnat Park,-34.0350933,150.779901,park
Champagnat Park,-34.0328199,150.7805537,park
Champagnat Park,-34.0300992,150.7814433,park
Champagnat Park,-34.0266426,150.7825443,park
Champagnat Park,-34.0246229,150.7834381,park
Chan's Grocery Asian Food Centre,-33.9501015,151.0304982,supermarket
Chant Reserve,-33.9352003,151.2266784,park
Chapel Street Reserve,-33.9550412,151.1396571,park
Chapman Gardens,-33.7618876,150.724674,park
Charish Park,-33.8130626,151.1584891,park
Charity Creek Cascades,-33.8122415,151.0987524,park
Charity Creek Cascades,-33.8118862,151.097458,park
Charity Creek Cascades,-33.811405,151.096746,park
Charity Creek Cascades,-33.8109969,151.0960052,park
Charity Creek Cascades,-33.8106096,151.0949587,park
Charles Curtis Park,-33.7303217,151.0910796,park
Charles Daly Reserve,-33.9339298,151.1251965,park
Charles Fraser Park,-33.7866205,151.0553051,park
Charles Harper Park,-34.1904621,150.9807809,park
Charles Heath Reserve,-33.8677682,151.1179121,park
Charles Herbert Reserve,-33.7842985,150.9939787,park
Charles Kernan Reserve,-33.8918175,151.1945038,park
Charles Mace Reserve,-33.8388109,150.9897611,park
Charles McLaughlin Reserve,-33.7423535,150.9702378,park
Charles Orwin Reserve,-34.0153937,151.0715345,park
Charles Park,-33.8569922,150.921354,park
Charles Place Reserve,-34.0127942,151.0659372,park
Charles Reserve,-33.9517002,151.0616986,park
Charles Street Reserve,-33.9877791,151.0801676,park
Charles Street Reserve,-33.7645785,150.9885795,park
Charles Throsby Park,-33.959582,150.8931321,park
Charles Throsby reserve,-34.039501,150.7711433,park
Charlotte Carne Park,-33.7274621,150.8289723,park
Charlotte Park,-33.8869905,150.9551039,park
Charlton Park,-33.8435049,151.0841968,park
Charter Park,-33.9182014,150.8915539,park
Chatswood High School,-33.8000245,151.1753147,school
Chatswood New Yen Yen Supermarket,-33.7957703,151.1816321,supermarket
Chatswood Park,-33.7997087,151.1818657,park
Chatswood Public School,-33.7982482,151.1775834,school
Chatswood Public School Bush Campus,-33.8000586,151.1764771,school
Chattan Park,-33.7118654,151.293831,park
Chauvel Park,-33.9225601,150.9483348,park
Chelsea Street Park,-33.8931113,151.2148136,park
Chelsea Street Streetscape,-33.8930912,151.2163426,park
Cheltenham Girls High School,-33.7562604,151.0740448,school
Cheltenham Park,-33.7606739,151.0701631,park
ChemaDiHatti Indian store,-33.8354365,151.0105368,supermarket
Cheong Kwan Jiang Chatswood Brand Store,-33.7959521,151.1822337,supermarket
Cherrybrook Lakes,-33.7219457,151.0450524,park
Cherrybrook Park,-33.9043416,150.9499258,park
Cherrybrook Public School,-33.7312246,151.0420096,school
Cherrybrook Technology High School,-33.7202398,151.0380776,school
Cherrybrook Thomas Thompson Park,-33.7335489,151.0475306,park
Cherrywood Reserve,-33.7118064,151.1391027,park
Chertsey Public School,-33.4299235,151.3692789,school
Cheryl Reserve,-33.6527838,151.3136147,park
Chester Hill High School,-33.8739943,150.9953642,school
Chester Hill North Public School,-33.8723508,151.0010206,school
Chester Hill Public School,-33.8856043,151.0016144,school
Chifley College Bidwill Campus,-33.7337744,150.8268661,school
Chifley College Dunheved Campus,-33.7496555,150.7830811,school
Chifley College Mount Druitt Campus,-33.7451718,150.8128914,school
Chifley College Senior Campus,-33.7698225,150.8295299,school
Chifley College Shalvey Campus,-33.7306047,150.8072564,school
Chifley Park,-33.7622846,150.931847,park
Chifley Public School,-33.9651706,151.2430736,school
Chifley Street Reserve,-33.8484974,150.9390073,park
Childrens Park,-33.7733612,150.639718,park
Childs Park,-33.9089912,150.9617018,park
Childs Reserve,-33.9772805,150.9024645,park
Chilworth Reserve,-33.7558382,151.0600547,park
Chinamans Beach,-33.8145528,151.2485269,beach
Chippendale Green,-33.885513,151.2000991,park
Chipping Norton Public School,-33.9097037,150.9613863,school
Chisholm Catholic Primary School,-33.6326567,150.8026951,school
Chisholm Park,-33.8844243,150.9115304,park
Chisholm Reserve,-33.864761,151.0187947,park
Chisholms Corner Park,-34.0150288,150.7660688,park
Chiswick Gardens,-33.8860197,151.2398058,park
Chiswick Park,-33.8584106,151.010277,park
Chiswick Park,-33.8471887,151.1412836,park
Chopin Park,-33.7656133,150.9524495,park
Chowking Oriental Foodmart,-33.8188073,151.0039506,supermarket
Chowne Place Reserve,-33.7885317,151.20263,park
Chris's Family IGA,-33.7138069,151.1472555,supermarket
Chriss Family IGA Eastern Road,-33.7208129,151.1310437,supermarket
Christ the King Catholic School Bass Hill,-33.9062606,151.0130647,school
Christ the King Primary School,-33.775662,151.0241901,school
Christadelphian Heritage College Sydney,-33.8833815,150.791376,school
Christian Brothers High School,-33.8971791,151.1450636,school
Christie Park,-33.7708545,151.1189447,park
Christie Street Reserve,-33.8223164,151.1950422,park
Christison Park,-33.8560624,151.2845714,park
Christopher Street Reserve,-33.7541601,150.9904151,park
Chroma Park,-33.8636961,150.8943809,park
Chullora Primary School,-33.8953652,151.0602419,school
Church Point Reserve,-33.6456275,151.285602,park
Church Street Native Flora Reserve,-33.9910483,151.1123128,park
Church Street Reserve,-33.6216281,150.8004293,park
Churchill Gardens,-33.9479001,150.8979739,park
Churchill Reserve,-34.0435571,150.7486226,park
Churchill Tucker Reserve,-33.8311506,151.0876642,park
Cindus Reserve,-34.098829,150.7882705,park
Cirillo Water Park,-33.9169414,150.8496731,park
City View Park,-33.7546594,151.1162106,park
Civic Avenue Reserve,-33.9681876,151.1443465,park
Civic Park,-33.8598834,151.0315592,park
Claire Taylor Park,-33.7693799,151.1316597,park
Clairgate Public School,-33.796334,150.7992153,school
Clancy Catholic College,-33.93249,150.8352354,school
Claremont Meadows Public School,-33.7741963,150.7469842,school
Clareville Beach,-33.6344507,151.3107781,beach
Clareville Beach Reserve,-33.6346209,151.3111574,park
Clareville Park,-33.999006,151.1368241,park
Clark Park,-33.8439195,151.208973,park
Clarke Reserve,-33.955547,151.036024,park
Clarke Reserve,-33.8579011,151.2850795,park
Clarke Reserve,-33.7497262,150.9582937,park
Clarke Road School,-33.7120745,151.0956273,school
Clarke Street Reserve,-33.9610395,151.0457202,park
Clarrie Dawson Reserve,-33.737258,150.8376867,park
Claude Cameron Grove,-33.7113979,151.1335666,park
Claydon Reserve,-33.9841359,151.1313144,park
Claymore Public School,-34.0431229,150.8094963,school
Cleland Park,-33.8117688,151.1871969,park
Clematis Reserve,-33.9901121,150.8944869,park
Clementson Park,-33.8936688,151.2463623,park
Clemton Park,-33.9337285,151.0935529,park
Clemton Park Primary School,-33.9297098,151.1084017,school
Clerkenwell Reserve,-34.0924249,150.7914559,park
Cleves Park,-33.8264753,151.1028001,park
Cliffbrook Crescent Reserve,-33.7645752,150.6446704,park
Clifton Gardens Reserve,-33.8390921,151.2525614,park
Clifton Park,-34.0049307,150.7220534,park
Clifton Street Road Reserve,-33.8387553,151.2003892,park
Clinches Pond Reserve,-33.93378,150.933537,park
Clio Street Reserve,-34.0280214,151.0615624,park
Clissold Park,-33.737846,150.6479564,park
Clive Park Beach,-33.8059376,151.2310277,beach
Clontarf Beach,-33.8032212,151.2518618,beach
Clontarf Reserve,-33.806763,151.2528528,park
Clovelly Beach,-33.9135052,151.2664147,beach
Clovelly Public School,-33.9074335,151.2602641,school
Clover Tree Park,-34.017131,150.7765813,park
Clune Reserve,-33.7381684,150.8191009,park
Clyde Park,-33.9450075,150.9524354,park
Clyne Reserve,-33.8567886,151.2018677,park
Coachmans Park,-33.7659234,150.7737648,park
Coachwood Oval,-33.9935244,151.0222509,park
Coast Community Christian School,-33.4926435,151.3903724,school
Coast Hospital Memorial Park,-33.9808505,151.2483984,park
Cobbitty Public School,-34.0159039,150.6859225,school
Cobblers Beach,-33.8258785,151.2628624,beach
Cockayne Reserve,-33.7322071,150.9879185,park
Cockburn Crescent Reserve,-33.8696742,150.9644436,park
Cockle Creek Reserve,-33.4926526,151.3647215,park
Coghill Reserve,-34.0429567,150.7348916,park
Col Barratt Reserve,-34.0415599,150.7240396,park
Col Sutton Reserve,-33.7632172,150.9639681,park
Colbarra Place Reserve,-33.7488044,151.031276,park
Cole Park,-33.9307942,150.9562093,park
Cole Park,-33.8447103,151.0836536,park
Colebourne Avenue Reserve,-33.9714625,151.081168,park
Colechin Reserve,-33.9121415,151.0117222,park
Coledale Beach,-34.2885613,150.9484233,beach
Coledale Public School,-34.2895418,150.9472673,school
Coleman Park,-33.9163949,150.9763546,park
Coleman Park,-33.8727791,151.0401008,park
Coleman Reserve,-33.9306127,151.1848468,park
Coles,-34.1918841,150.982152,supermarket
Coles,-34.1687013,150.6136503,supermarket
Coles,-34.0757276,150.7981771,supermarket
Coles,-34.0683674,150.8111495,supermarket
Coles,-34.0648856,151.0111708,supermarket
Coles,-34.0571349,150.6936141,supermarket
Coles,-34.050462,150.7554712,supermarket
Coles,-34.0419991,151.1200397,supermarket
Coles,-34.0391422,150.7374799,supermarket
Coles,-34.0345703,151.1028151,supermarket
Coles,-34.0334396,151.0732731,supermarket
Coles,-34.0334089,151.0569428,supermarket
Coles,-34.0282621,150.7339588,supermarket
Coles,-34.0178858,151.0805261,supermarket
Coles,-34.0099239,151.1035857,supermarket
Coles,-33.9975825,150.7406453,supermarket
Coles,-33.9963733,150.8669353,supermarket
Coles,-33.9762791,150.8123905,supermarket
Coles,-33.970356,150.8583333,supermarket
Coles,-33.9665259,151.1051259,supermarket
Coles,-33.9594429,151.15442,supermarket
Coles,-33.9548008,150.9440374,supermarket
Coles,-33.9532004,151.014525,supermarket
Coles,-33.9477743,150.8994282,supermarket
Coles,-33.9443176,151.2238456,supermarket
Coles,-33.9413484,151.238906,supermarket
Coles,-33.9343534,151.0690979,supermarket
Coles,-33.9260592,151.1245724,supermarket
Coles,-33.9232794,151.1018842,supermarket
Coles,-33.9194401,150.9246498,supermarket
Coles,-33.9163633,151.0373091,supermarket
Coles,-33.916242,151.2398779,supermarket
Coles,-33.9145805,150.9621001,supermarket
Coles,-33.908082,151.1720376,supermarket
Coles,-33.9069731,150.8678055,supermarket
Coles,-33.9060201,151.0564875,supermarket
Coles,-33.9048457,151.2131902,supermarket
Coles,-33.8975883,151.2133838,supermarket
Coles,-33.8930023,151.2482435,supermarket
Coles,-33.8929814,151.250827,supermarket
Coles,-33.8919417,151.2120328,supermarket
Coles,-33.889977,151.1248412,supermarket
Coles,-33.8863247,151.1582955,supermarket
Coles,-33.8838408,151.1932625,supermarket
Coles,-33.8794577,151.2368122,supermarket
Coles,-33.8770719,151.2071568,supermarket
Coles,-33.8759889,150.8771575,supermarket
Coles,-33.8750628,151.2224263,supermarket
Coles,-33.8747396,151.1069987,supermarket
Coles,-33.869488,151.1963751,supermarket
Coles,-33.8679205,150.9230191,supermarket
Coles,-33.867843,151.1290895,supermarket
Coles,-33.8670834,150.9521896,supermarket
