name,lat,lon,category
St Anthony's College,-33.8564867,150.9869808,school
St Anthony's Primary School,-33.7922035,150.9502848,school
St Anthonys Catholic Primary School,-33.9107306,151.2583128,school
St Augustine's College,-33.7593103,151.271251,school
St Bernadette's Primary School,-33.7910432,151.0501167,school
St Bernadette's Primary School,-33.732033,151.0121716,school
St Bernard's Primary School,-33.6143644,151.143596,school
St Bishoy Coptic Orthodox College,-33.7622087,150.8273585,school
St Brendan's Catholic Primary School,-33.922004,151.0286293,school
St Brendan's Catholic Primary School,-33.8842562,151.1707069,school
St Brigid's Catholic Primary School,-33.9200242,151.2528266,school
St Brigid's Catholic Primary School,-33.9102324,151.1526374,school
St Brigids Catholic Primary School,-33.9199093,151.2530308,school
St Catherine Labouré Primary School,-34.0369733,151.0839337,school
St Catherine of Siena Catholic Primary School,-33.9526055,150.8672479,school
St Catherine's School,-33.9039978,151.2555837,school
St Cecilia’s Catholic Primary School Balhowlah,-33.7961778,151.2582368,school
St Charles Catholic Primary School,-33.819289,151.1151647,school
St Christopher's,-33.9528414,150.9516297,school
St Christophers Catholic Primary School,-33.957189,150.996829,school
St Clair High School,-33.7950688,150.7859512,school
St Clair Public School,-33.7960546,150.7864512,school
St Clare's Catholic High School,-33.7344675,150.8404448,school
St Clare's Catholic Primary School,-34.0489758,150.7461711,school
St Columba's Primary School,-33.8791073,151.1525332,school
St Crispens Green,-33.7795776,151.1420434,park
St Declan's Catholic Primary School,-33.9627648,151.0869109,school
St Dominic Savio School,-33.9509534,151.1491029,school
St Dominic's College,-33.7538435,150.7149114,school
St Edmund's College,-33.7136002,151.126615,school
St Edwards Christian Brothers College,-33.4390693,151.3479261,school
St Elmo Park,-34.0660402,150.8255044,park
St Euphemia College,-33.9190672,151.0393562,school
St Fiacre's Primary School,-33.8841998,151.1617577,school
St Finbar's Catholic Primary School,-33.9922743,151.1292587,school
St Finbar's Primary School,-33.7613394,150.6190671,school
St Francis Catholic College,-33.9627222,150.8539284,school
St Francis Xavier,-33.9332831,150.8992613,school
St Francis Xavier's Primary School,-33.8969441,151.1143578,school
St Francis Xavier's School,-33.9396438,151.1466568,school
St Francis de Sales Primary School,-34.0523572,151.1421472,school
St Francis of Assisi Primary School,-33.7369745,150.8521871,school
St Gabriel Catholic Primary School Bexley,-33.9481702,151.1217006,school
St Gabriel's School for Hearing Impaired Children,-33.7402039,150.9985071,school
St George Christian School,-33.9717567,151.1113717,school
St George Christian School Infants Campus,-33.9869101,151.134867,school
St George Girls High School,-33.9590768,151.1360124,school
St George Hospital School,-33.96671,151.13399,school
St George School,-33.9691306,151.1381865,school
St Georges Reserve,-33.8545169,151.1617524,park
St Gertrude's Catholic Primary School,-33.8546651,150.938756,school
St Helens Park,-34.1017819,150.8040757,park
St Helens Park Public School,-34.1102234,150.8040279,school
St Hurmizd Assyrian Primary School,-33.8709344,150.8913549,school
St Ives High School,-33.740239,151.1663673,school
St Ives Memorial Park,-33.7305459,151.160476,park
St Ives North Public School,-33.7186763,151.1636186,school
St Ives Park Public School,-33.724039,151.1787657,school
St Ives Primary School,-33.7384331,151.1667104,school
St James Catholic Primary School,-33.8794858,151.1850596,school
St James Park,-34.2929284,150.9429429,park
St James Park,-33.8800794,151.1844132,park
St James Reserve,-33.8920825,151.2426066,park
St Jerome's Catholic Primary School,-33.9276028,151.0546698,school
St Joachim's Catholic Primary School,-33.8630444,151.0461251,school
St Joan of Arc Catholic Primary School,-33.8790647,151.139278,school
St John Bosco Catholic Primary School,-34.0664254,151.0080665,school
St John Bosco College,-34.0641788,151.0074697,school
St John Paul II Catholic College (Nirimba),-33.7254959,150.8805734,school
St John Paul II Catholic College (Schofields),-33.7055937,150.8921141,school
St John The Apostle Catholic Primary School,-33.7506372,151.273528,school
St John The Evangelist Primary School,-34.0695078,150.8171765,school
St John Vianney Primary School,-33.9041138,151.0590994,school
St John Vianney's Catholic Primary,-33.7582568,150.8724842,school
St John the Baptist Catholic Primary School,-33.7755074,151.2833288,school
St John's Catholic Primary School,-33.8480758,151.030422,school
St John's Church Grounds,-33.881768,151.1277812,park
St John's Park,-34.0566804,150.6972152,park
St John's Pre-School,-33.88204,151.1273521,school
St John's Primary School,-33.6753842,150.8716923,school
St Johns Park,-34.0814484,150.8207006,park
St Johns Park,-33.8840105,150.894814,park
St Johns Park Public School,-33.8872101,150.899274,school
St Joseph Trades Skills Centre,-33.92545,150.8565189,school
St Joseph the Worker Catholic Primary School,-33.8650226,151.0245744,school
St Joseph's Catholic College,-33.4377744,151.3476218,school
St Joseph's Catholic Primary School,-34.0093969,151.0724319,school
St Joseph's Catholic Primary School,-33.9517601,151.0542051,school
St Joseph's Catholic Primary School,-33.9274163,150.9549278,school
St Joseph's Catholic Primary School,-33.9238235,151.089388,school
St Joseph's Catholic Primary School,-33.7127203,151.2994,school
St Joseph's Primary,-33.705506,150.8884614,school
St Joseph's Primary School,-33.9819691,151.0823918,school
St Joseph's Primary School,-33.7571872,150.7221432,school
St Josephs College,-33.8316868,151.1392029,school
St Josephs Primary School,-33.8883466,151.1006776,school
St Jude's Crescent Park,-33.9242567,151.0968208,park
St Justin's Catholic Parish Primary School,-34.0174189,150.7507978,school
St Kevin's Primary School,-33.7897299,151.079018,school
St Kevins Primary School,-33.7544441,151.2903627,school
St Kieran's Catholic Primary School,-33.7821567,151.2671189,school
St Leo's Catholic College,-33.7151245,151.1046037,school
St Leonards Park,-33.8312719,151.210622,park
St Lucy's School,-33.7168638,151.1207194,school
St Luke's Catholic Primary School,-33.9455978,151.0169604,school
St Luke's Grammar School Bayview Campus,-33.6579207,151.2952897,school
St Lukes Catholic College,-33.6981706,150.8177915,school
St Lukes Grammar,-33.7593344,151.2833767,school
St Madeleine's Primary School,-33.6823014,151.0026705,school
St Margaret Mary's Catholic Primary School,-33.9053133,151.2448642,school
St Margaret Mary's Primary School,-33.8356797,150.9817727,school
St Mark's Primary School,-33.8558153,151.1539588,school
St Marks Coptic Orthodox College,-33.955264,150.943066,school
St Maroun's School,-33.9093526,151.1451669,school
St Martha's Catholic Primary School,-33.8739812,151.0873161,school
St Martin's Catholic Primary School,-33.7413055,151.1983137,school
St Mary & St Mina's Coptic Orthodox College,-33.9463886,151.1273501,school
St Mary MacKillop Primary School,-33.7786653,150.7067365,school
St Mary St Joseph Catholic Primary School,-33.9472393,151.2522703,school
St Mary and St Mina's Coptic Orthodox College - Rockdale Campus,-33.9542614,151.1349844,school
"St Mary's Cathedral College, Sydney",-33.8714561,151.2140927,school
St Mary's Catholic Primary School,-33.9101218,150.9831219,school
St Mary's Catholic Primary School,-33.8678745,151.1019991,school
St Mary's Catholic School,-33.7951199,151.2863646,school
St Mary's Primary School,-33.8323546,151.2072085,school
St Mary's Star of the Sea,-33.9605208,151.1121892,school
St Marys North Public School,-33.7562384,150.7825792,school
St Marys Public School,-33.7683743,150.7706502,school
St Marys Senior High School,-33.7631113,150.7699867,school
St Marys South Public School,-33.7799912,150.7763671,school
St Matthew's Primary School,-33.6090456,150.8158019,school
St Mel's Primary School,-33.9114956,151.1057835,school
St Michael's Catholic Primary School,-33.9293127,151.2260246,school
St Michael's Catholic Primary School,-33.9013951,151.0888372,school
St Michael's Catholic Primary School,-33.8124661,151.0874946,school
St Michael's Primary Catholic School,-33.8920411,151.1650713,school
St Michael's Primary School,-33.7901408,150.8996614,school
St Michael's Primary School,-33.7428541,150.9794007,school
St Monica's Primary School,-33.7934422,151.0008265,school
St Monica's Primary School,-33.5997443,150.7592823,school
St Narsai Assyrian Christian College,-33.8425033,150.8296016,school
St Neots Reserve,-33.8673908,151.2252449,park
St Nicholas of Myra Primary School,-33.7557556,150.6997524,school
St Oliver's Primary School,-33.8245186,151.0089866,school
St Patrick's Catholic Primary School,-33.8939788,151.1330118,school
St Patrick's Catholic Primary School,-33.8461651,151.108117,school
St Patrick's Catholic Primary School,-33.6876159,151.109693,school
St Patrick's College Strathfield,-33.8744093,151.0755725,school
St Patrick's College Sutherland,-34.0333794,151.0611457,school
St Patrick's Marist College,-33.8005321,151.0478759,school
St Patrick's Primary School,-33.8071125,151.0036187,school
St Patricks College,-34.0782767,150.8247159,school
St Patricks Primary School,-33.8546865,150.9803439,school
St Paul the Apostle Catholic Primary School,-33.777043,150.9731139,school
St Paul's Catholic College Manly,-33.8056552,151.2920107,school
St Paul's Catholic Primary School,-34.0528187,150.6959609,school
St Paul's Grammar School,-33.6897354,150.7182801,school
St Pauls Catholic College,-33.820154,150.9521332,school
St Peter Chanel Catholic Primary School,-33.8790054,151.0276136,school
St Peter's Green,-33.80549,151.1632078,park
St Peter's Park,-33.8414407,151.2062688,park
St Peters Anglican Primary School,-34.0665991,150.8178274,school
St Peters Public School,-33.912985,151.1766721,school
St Philip's Christian College Gosford Campus,-33.4084206,151.3344759,school
St Pius' Catholic Primary School,-33.9070823,151.1739725,school
St Raphael's Primary Catholic School,-33.9756251,151.1112134,school
St Rose Catholic Primary School,-33.7262355,151.2859435,school
St Sava College,-33.9927969,150.8088022,school
St Scholastica's College,-33.876061,151.1803336,school
St Spyridon,-33.9250143,151.2241907,school
St Spyridon High School,-33.9550945,151.2438095,school
St Therese Catholic Primary School,-33.962695,151.031166,school
St Therese's Catholic Primary School,-33.9166236,151.0780534,school
St Therese's Catholic Primary School,-33.7977715,151.0940691,school
St Thomas Aquinas Primary School,-33.6800038,150.5898442,school
St Thomas More School,-34.0805355,150.8252517,school
St Thomas Rest Park,-33.8237541,151.2064613,park
St Thomas Willoughby,-33.7962773,151.200123,school
St Ursula's College,-33.9410501,151.1031959,school
St Vincent's College,-33.8697036,151.2239469,school
St Vincent's College Ashfield,-33.8852373,151.1248137,school
St Vincent's Primary School,-33.8858843,151.1258942,school
St Vincents Playground,-33.8273466,151.1857809,park
St. Benards Catholic Primary School,-33.9452343,151.2002959,school
St. Gregory's College,-34.0368938,150.7864148,school
Standfield Park,-33.9223427,151.1897105,park
Stanley Park,-33.5072247,150.799268,park
Stanmore Public School,-33.8957039,151.1648311,school
Stanwell Park Beach Reserve,-34.228022,150.9886421,park
Stanwell Park Public School,-34.2287321,150.984528,school
Stargazing Park,-33.6270959,150.9019204,park
Starkey Reserve,-33.7779218,151.2213519,park
Starling Park,-33.9052703,150.873897,park
Starr Reserve,-33.9630746,151.0328718,park
Startop Reserve,-34.0889792,150.797502,park
Station Park,-33.9286448,151.1548829,park
Station Street Reserve,-33.9271732,151.1613203,park
Steam Roller Park,-33.9813743,151.060249,park
Steamroller Park,-33.7547316,150.7217525,park
Steel Park,-33.9208218,151.145112,park
Stell Reserve,-33.9678906,151.1249409,park
Stell Reserve,-33.9344111,151.0492547,park
Stella Maris College - Benedict Campus,-33.786363,151.2814317,school
Stella Maris College - Main Campus,-33.7864734,151.285275,school
Stella Park,-33.869869,150.9389468,park
Stephen Street Playground,-33.8599137,151.1863997,park
Steve Folkes Reserve,-33.9069557,150.9949996,park
Stevens Park,-33.9749765,151.1332565,park
Stevens Reserve,-33.9785706,151.0712916,park
Stevens Reserve,-33.9217483,151.038636,park
Stevenson's Reserve,-33.870379,151.1310272,park
Stewart House School,-33.7734225,151.2908726,school
Stewart Park,-33.7734263,151.1010331,park
Stewart Park,-33.7394948,150.7109445,park
Stewart Street Pocket Park,-33.8880204,151.2281584,park
Stewart Street Reserve,-33.8880142,151.2285263,park
Stewart Street Reserve,-33.8732646,151.1828423,park
Steyne Park,-33.8735523,151.2415113,park
Stiller Reserve,-33.9082208,151.0453959,park
Stimson Reserve,-33.864804,151.1730065,park
Stirgess Reserve,-33.7676357,151.2871438,park
Sto Nino Oriental Mini Mart,-33.7629007,150.774815,supermarket
Stockdale Reserve,-33.8714001,150.8677969,park
Stockmans Drift Reserve,-34.0541271,150.7692551,park
Stoddart Park,-33.7080776,150.9170127,park
Stoddart Reserve,-33.7457011,151.2835506,park
Stonehead Reserve,-34.0605475,150.8402281,park
Stoney Park,-33.4924805,151.3143369,park
Storey Park,-33.8633459,151.1320527,park
Storey Park,-33.6893505,151.1012698,park
Stradbroke Reserve,-33.9081176,150.8630764,park
Strangers Creek Park,-33.7308323,150.9611536,park
Stratford Park,-33.4381006,151.4110855,park
Strathfield Girls High School,-33.8739167,151.0845566,school
Strathfield North Public School,-33.854517,151.0920181,school
Strathfield Office - NSW Department of Education,-33.8722238,151.0861091,school
Strathfield Park,-33.884276,151.0830498,park
Strathfield South High School,-33.8853645,151.0710347,school
Strathfield South Public School,-33.8907643,151.0845804,school
Strickland House Estate,-33.8558713,151.268063,park
Strickland Park,-33.8878522,151.1996457,park
Stringer Road Sports Complex Reserve,-33.6767548,150.9435615,park
Stringybark Reserve,-33.8091723,151.1694621,park
Stromboli Park,-33.8313976,151.0756677,park
Stromeferry Reserve,-34.0315128,150.8259006,park
Stromlo Reserve,-34.0670018,150.844657,park
Strong Memorial Reserve,-33.8878014,151.230451,park
Strong Park,-33.9037311,150.9660512,park
Stuart Mould Park,-33.7582638,150.9284743,park
Stuart Park,-33.9896892,151.1092074,park
Stuart Road Playground,-33.7472597,150.8151602,park
Stuart Street Reserve,-33.9451616,151.0378252,park
Studley Park,-33.8868973,150.964878,park
Sturt Park,-33.7980849,151.0449916,park
Sturt Reserve,-33.9146928,150.9941504,park
Style Street Reserve,-33.8828763,151.1661555,park
Style Street Reserve,-33.8825668,151.1663692,park
Suffolk Avenue Reserve,-33.7390561,151.2958185,park
Sugar Works Reserve,-33.8382632,151.1946651,park
Sullivan Park,-33.9292205,150.8956202,park
Sulman Park,-33.7152636,151.1163237,park
Summer Hill Organic Fruit Market,-33.8953301,151.1397938,supermarket
Summer Hill Public School,-33.8958176,151.1358071,school
Summerhayes Park,-33.6756963,150.6006711,park
Summit Asian Supermarket,-33.8926218,151.2481591,supermarket
Sun Valley Park,-33.44538,151.3736091,park
Sun Valley Pre-School Kindergarten,-33.7473988,151.0273332,school
Sun Valley Reserve,-33.7059947,150.5937394,park
Sunbird Terrace Reserve,-33.7945238,150.6767236,park
Suncroft Reserve,-33.9126854,151.0041634,park
Sunlea Avenue Reserve,-33.9648107,151.0705703,park
Sunnyhurst Reserve,-33.9662796,151.0898924,park
Sunnyside Reserve,-34.0397337,151.1225721,park
Sunset Reserve,-33.9303978,150.8917863,park
Supa IGA,-33.698298,150.9411644,supermarket
Supabarn,-33.9930278,151.1320039,supermarket
Supabarn,-33.8829727,151.1748023,supermarket
Supamart,-33.8761678,151.1779475,supermarket
Supamart IGA,-33.7745185,151.1695608,supermarket
Supamart IGA Cremorne,-33.8286756,151.2299385,supermarket
Super Orange,-33.7967283,151.1824076,supermarket
Supersave Market,-33.8959102,150.9017198,supermarket
Surfrider Gardens,-33.7183544,151.2991271,park
Surgeon Park,-34.023654,150.8551924,park
Surgeon White Reserve,-33.733616,151.177855,park
Surrey Reserve,-33.9147865,150.9991124,park
Surrey Street Playground,-33.8772992,151.2229987,park
Surrey Street Reserve,-33.8495882,150.9853367,park
Surveyors Creek Public School,-33.7872828,150.689165,school
Susan Fahey Park,-33.486223,151.436165,park
Sustainable Garden,-33.9700236,150.8908818,park
Sutcliffe Reserve,-33.9137018,150.9922589,park
Sutherland Hospital School,-34.038034,151.114597,school
Sutherland North Public School,-34.0267912,151.0670703,school
Sutherland Oval,-34.0286574,151.0525412,park
Sutherland Park,-34.0289796,151.0546394,park
Sutherland Park,-33.8822046,151.2328127,park
Sutherland Park,-33.802589,151.1781429,park
Sutherland Public School,-34.0330054,151.0591354,school
Sutherland Shire Centenary Park,-34.0383511,151.1046562,park
Sutton Park,-33.9146997,150.8996135,park
Suva Reserve,-33.912031,151.0474569,park
Swaine Reserve,-33.7882259,151.2640079,park
Swann Reserve,-33.8201995,151.0161405,park
Swanson Street Reserve,-33.8998593,151.1861088,park
Swayne Reserve,-33.917536,151.034874,park
Sweetacres Park,-33.9130381,151.2050767,park
Sweethaven Reserve,-33.8802261,150.88643,park
Swete Street Reserve,-33.8603519,151.0497691,park
Syd Sherar Park,-33.4311877,151.3929028,park
Sydenham Green,-33.9185857,151.1680293,park
Sydenham Green,-33.9179521,151.1683754,park
Sydenham Green,-33.9174356,151.1687271,park
Sydenham Green,-33.9165666,151.1681339,park
Sydney Adventist School Auburn,-33.8480759,151.03313,school
Sydney Boys High School,-33.892332,151.2193771,school
Sydney Catholic Schools,-33.8864481,151.1561191,school
Sydney Childrens Hospital School,-33.9176183,151.2386635,school
Sydney Cowell Park,-33.8172655,151.1769996,park
Sydney Distance Education High School,-33.8708477,151.2205069,school
Sydney Distance Education Primary School,-33.8861716,151.2127781,school
Sydney Girls High School,-33.8938236,151.2203404,school
Sydney Grammar School,-33.8750137,151.2133767,school
Sydney Grammar School Edgecliff Preparatory,-33.8795379,151.2302853,school
Sydney Grammar St Ives Preparatory School,-33.7179117,151.1709904,school
Sydney Japanese School,-33.675415,151.2009438,school
Sydney Luker Park,-33.8895969,150.9216938,park
Sydney Montessori School,-34.0373006,151.0875663,school
Sydney Murugan Store,-33.9247647,150.9213125,supermarket
Sydney Olympic Asian Market,-33.8507296,151.0605729,supermarket
Sydney Park,-33.9110522,151.1854672,park
Sydney Secondary College Balmain Campus,-33.8585079,151.1700468,school
Sydney Secondary College Blackwattle Bay Campus,-33.8751705,151.1882525,school
Sydney Secondary College Leichhardt Campus,-33.8791971,151.1589788,school
Sydney Smith Park,-33.8159856,150.9878698,park
Sydney Street Reserve,-33.9000323,151.1869143,park
Sydney Technical High School,-33.9630718,151.1143247,school
Sydney United Sports Centre,-33.8762373,150.8739175,park
Sydney's Best,-34.0656862,151.012417,supermarket
Sylvania Heights Primary,-34.0127316,151.0973345,school
Sylvania High School,-34.0173713,151.103639,school
Sylvania Public School,-34.0080344,151.1120911,school
Sylvania Road North Reserve,-34.0162683,151.0963969,park
Sylvia Chase Square,-33.8719109,151.2149171,park
Syme Park,-33.9370215,150.9509882,park
Symon's Reserve,-33.7993397,151.0879114,park
Symonds Avenue Reserve,-33.8062963,151.0184906,park
Symonds Reserve,-34.0049109,150.8806745,park
TJ Hickey Park,-33.8961613,151.2013515,park
Tae supermarket,-33.8725729,151.0944682,supermarket
Tahlee Park,-33.7182229,151.022816,park
Tahmoor Park,-34.2150877,150.6008911,park
Tahmoor Public School,-34.2276804,150.5889477,school
Tait Street Park,-33.846537,150.9460333,park
Talavera reserve,-33.7671362,151.1120279,park
Talinga Park,-33.7816893,151.0565089,park
Tall Gums Park,-33.9560516,150.8982831,park
Tall Gums Park,-33.9450736,150.8990433,park
Tallawalla Street Reserve East,-33.9406821,151.0870436,park
Tallawalla Street Reserve West,-33.9408447,151.0850612,park
Tallawong Oval,-33.7753055,150.8834119,park
Tallawong Public School,-33.6869037,150.8994028,school
Tallow Beach,-33.5373606,151.3516009,beach
Tallowood Park,-33.8604735,150.8755574,park
Tallowood School,-33.7063832,150.9522804,school
Tallowwood Avenue Reserve,-33.974377,151.0452292,park
Taloma Park,-33.7649313,150.7026322,park
Tamarama Beach,-33.9005688,151.2704819,beach
Tamarama Park,-33.8996522,151.2700291,park
Tamarama Park,-33.8990557,151.2680594,park
Tandarra Park,-33.7265534,150.8074955,park
Tangara School,-33.7357937,151.0365741,school
Tania Park,-33.8092578,151.265693,park
Tantallon Park,-33.8092712,151.1594079,park
Taplin Park,-33.8499645,151.1485914,park
Tara Anglican School for Girls,-33.7879863,151.0156525,school
Tarakan Reserve,-33.9202411,151.2047639,park
Tarban Creek Reserve,-33.8338042,151.1348625,park
Taren Point Public School,-34.018309,151.1227034,school
Taren Point Reserve,-34.0141836,151.122124,park
Tarrawarra Reserve,-33.8535864,150.9491254,park
Tasker Park,-33.9095821,151.1130493,park
Tasman Park,-33.8652799,150.9234098,park
Taste Growers Market,-33.9057378,151.2129396,supermarket
Taste Organic,-33.8991504,151.172775,supermarket
Taste Organic,-33.8212323,151.210462,supermarket
Taste Organic,-33.7277598,151.1419186,supermarket
Tatiana Reserve,-33.7017422,151.2867776,park
Taunton Reserve,-33.9801355,151.1111807,park
Taverners Hill Infants School,-33.8889653,151.1571826,school
Tavistock Reserve,-33.8667638,151.0654661,park
Taylor Reserve,-33.9569857,150.9885393,park
Taylors Reserve,-33.9879088,151.0474554,park
Ted Burge Sports Ground,-33.8256641,150.9704804,park
Ted Cullen Reserve,-33.8278159,150.9641922,park
Ted Horwood Reserve,-33.7616297,151.0062923,park
Ted Jackson Reserve,-33.7540156,151.2970217,park
Ted Little Park,-33.7816424,150.7974047,park
Ted Mack Civic Park,-33.8337408,151.2070976,park
Ted Pike Reserve,-33.7068687,150.9742086,park
Telopea Park,-34.2570317,150.5334768,park
Telopea Public School,-33.7970421,151.0436008,school
Tempe High School,-33.9197556,151.1609171,school
Tempe Lands,-33.9270454,151.1640434,park
Tempe Public School,-33.9209369,151.1611421,school
Tempe Reserve,-33.929837,151.1601969,park
Temporary Park,-34.0020617,150.7391806,park
Tench Reserve,-33.761338,150.6654843,park
Tennyson Park,-33.8318106,151.1141224,park
Tennyson Park,-33.8183116,151.159024,park
Teresa James Reserve,-33.7765812,150.7537305,park
Terone Park,-33.860964,150.893167,park
Terpentine Reserve,-33.9000284,151.0275383,park
Terrace Park,-33.5658538,150.7724185,park
Terrey Hills Public School,-33.6857098,151.222606,school
Terrigal Beach,-33.4450193,151.4440043,beach
Terrigal Haven,-33.4489322,151.4503053,park
Terrigal High School,-33.4412398,151.429299,school
Terrigal Lagoon Reserve,-33.4393899,151.4386688,park
Terrigal Public School,-33.4424542,151.4381785,school
Terrigal Reserve,-33.6836732,151.2222415,park
Terrigal Rotary Park,-33.4395039,151.4354614,park
Terry Lamb Complex - Abbott Park,-33.8812485,150.9950715,park
Terry Lamb Reserve,-33.9172147,151.0926142,park
Terry Street Reserve,-33.9825824,151.10737,park
Thai Hung Supermarket,-33.9120248,151.155206,supermarket
Thai Kee IGA,-33.8796334,151.2031238,supermarket
Thane Street Reserve,-33.7990629,150.9654891,park
Thank You Mart,-33.8880379,151.1254081,supermarket
Tharawal Park,-33.9500172,150.901762,park
Tharawal Public School,-34.0027098,151.0260177,school
That Luang Asian Grocery,-34.0683147,150.8135078,supermarket
The Athena School,-33.8954817,151.1744713,school
The Beach School,-33.7719796,151.2626033,school
The Boulevarde,-33.9950238,151.1281512,park
The Carriageway Reserve,-33.7880899,150.6590835,park
The Childrens Hospital School,-33.802243,150.991834,school
The Coal Loader,-33.8442436,151.1936951,park
The Crescent Garden,-33.8720702,151.203204,park
The Crescent Reserve,-33.7556766,151.2895751,park
The Domain,-33.8680617,151.2153763,park
The Drying Green,-33.9077197,151.2054508,park
The Entry Garden,-33.8933662,151.1975154,park
The Esplanade Garden,-33.7319699,151.0778437,park
The Esplanade Reserve,-33.8493956,150.9826981,park
The Flat Reserve,-34.0075378,151.1106871,park
The Food Store,-33.7458087,150.6218013,supermarket
The Gap,-33.8456818,151.285461,park
The Gathering Park,-33.71037,150.907765,park
The Grange Park,-33.7092945,150.8434812,park
The Grange Public School,-34.0220568,150.857337,school
The Grass Area,-33.7815905,151.1892486,park
The Green,-33.9871204,151.1016619,park
The Green,-33.9063897,151.2055093,park
The Green,-33.9062962,151.2054365,park
The Hills Grammar School,-33.6853717,151.0143408,school
The Hills School,-33.779747,151.0039276,school
The Homestead Park,-33.9065669,150.9590864,park
The International French School of Sydney,-33.9357067,151.2389551,school
The Jannali High School,-34.0218999,151.0618941,school
The King's School,-33.7879748,151.0221428,school
The Kingsway,-33.765534,150.7636931,park
The Kingsway,-33.7632487,150.760606,park
The Kingsway,-33.7630943,150.764497,park
The Lakes Christian College,-33.6859127,150.6838915,school
The Lookout,-33.7336162,151.1301845,park
The Mall Reserve,-33.7116028,151.1596779,park
The Mcdonald College,-33.8587254,151.0873043,school
The Meadows Public School,-33.7813723,150.9425625,school
The Mondo,-33.7510993,150.690215,park
The Oaks Public School,-34.0783907,150.5717156,school
The Outlook,-33.7046413,150.9399937,park
The Paddock,-33.8572931,151.2056828,park
The Ponds High School,-33.7032686,150.8967823,school
The Ponds Parklands,-33.7166055,150.9085884,park
The Ponds School,-33.697909,150.9116717,school
The Quadrangle,-33.8859085,151.1887853,park
The Rope Walk,-33.9028774,151.2101051,park
The Rope Walk,-33.9022542,151.2105232,park
The Rope Walk,-33.9013896,151.2109839,park
The Sanctuary,-33.7205089,151.0740864,park
The Sanctuary - Waterside Community Centre,-33.7270001,150.6968053,park
The Scots College,-33.8756334,151.2520458,school
The Scots College,-33.8749945,151.2537837,school
The Scots College Brighton Preparatory School,-33.9943944,151.1471116,school
The Scots College Early Learning Centre,-33.8800185,151.2530722,school
The Source Bulk Foods,-34.0331146,151.0730271,supermarket
The Source Bulk Foods,-33.8806948,151.1878437,supermarket
The Swot Shop,-33.7311479,150.9674455,school
The Tops Conference Centre,-34.2222327,150.9683892,park
The Treacy Complex,-33.7400767,151.2418995,school
The Village Fruit Market,-33.6744819,151.3057989,supermarket
The Woods Circuit Reserve,-34.0204569,151.0169536,park
The Zig Zag,-33.8550319,151.1922502,park
Thella Reserve,-33.9158164,151.015917,park
Thesiger Park,-33.8936681,150.8846052,park
Thien Huong Asian Grocery,-33.91833,151.032679,supermarket
Third Avenue Reserve,-34.0399528,151.0500667,park
Third Settlement Reserve,-33.7836676,150.9763574,park
Thirlmere IGA,-34.2030108,150.5710082,supermarket
Thirlmere Public School,-34.2044211,150.5693122,school
Thirlmere Sportsground,-34.2043351,150.5657986,park
Thistle Park,-33.8177899,151.0976612,park
Thomas Acres Public School,-34.0935517,150.7892346,school
Thomas Atkins Walk,-33.9959238,150.8873314,park
Thomas Clarkson Reserve,-34.0372481,150.8108393,park
Thomas Donovan Park,-34.0253832,150.7725884,park
Thomas Extrem Reserve,-33.7604166,150.9773359,park
Thomas Hassall Anglican College,-33.9177317,150.8390404,school
Thomas Hogan Reserve,-33.8891491,151.2631559,park
Thomas Moore Park,-33.9241833,150.9438186,park
Thomas Park,-33.7432817,150.6179355,park
Thomas Reddall High School,-34.0820928,150.8022634,school
Thomas Smith Reserve,-33.7490708,150.7025289,park
Thomas Wemys Park,-33.8056915,151.0567239,park
Thomas Williams Reserve,-33.8002813,151.0090493,park
Thompson Square,-33.6043028,150.8230363,park
Thomson Park,-33.8114393,151.1842223,park
Thorley Park,-33.8565655,150.9394409,park
Thornleigh Park,-33.736264,151.086638,park
Thornleigh Reserve,-34.0501145,150.7521278,park
Thornleigh West Public School,-33.7238645,151.0721401,school
Thornton Park,-33.8567678,151.1953949,park
Thornton Reserve,-33.9077359,151.0014121,park
Thornton Reserve,-33.8797464,151.2586129,park
Thorpe Park,-33.9532346,151.095392,park
Throsby Park,-33.9622806,150.9028689,park
Thuan Loi,-33.8843962,150.9252046,supermarket
Thuc Pham A Chau,-33.9118082,151.1554225,supermarket
Thurina Park,-33.8905483,150.9878926,park
Tiara Place Reserve,-33.8271563,150.9956638,park
Tiley Reserve,-33.9701554,151.1200121,park
Tilford Street Reserve,-33.9055913,151.2071045,park
Tillman Park,-33.9167449,151.1641619,park
Timbergetters Reserve,-33.7733929,150.9799038,park
Timbertop Reserve,-33.8001934,150.9111696,park
Timbrell Park,-33.8707597,151.1371324,park
Timbrell Reserve,-33.8367385,151.1467952,park
Timesweep Drive Reserve,-33.7985812,150.7874192,park
Tindale Reserve,-33.9664693,151.1220584,park
Tindarra Reserve,-33.7901815,151.1126527,park
Tingara Beach,-33.8574608,151.2682199,beach
Tingira Memorial Park,-33.8711096,151.2664548,park
Tirriwan Reserve,-33.788494,151.1338952,park
Tobruk Reserve,-34.0457294,150.7513657,park
Tobruk Reserve,-33.8989112,151.2061802,park
Toby Reserve,-33.9443344,150.9970788,park
Todd Reserve,-33.934843,151.198669,park
Todd Street Park,-33.8352455,150.9712773,park
Todman Reserve,-33.8770101,151.0799215,park
Tokyo Mart,-33.8099595,151.20916,supermarket
